macro address,Write,Function description,Notes
1778,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1779,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1780,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1781,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1782,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1783,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1784,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1785,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1786,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1787,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1788,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1789,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1790,S,modbus function macro address,Used as a buffer for receiving data. Any free modbus variable can serve as a data buffer.
1791,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1792,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1793,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1794,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1795,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1796,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1797,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1798,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1799,S,modbus function macro address,Variable for COM port (modbus function). This RS232 control method is obsolete. Another one has now been implemented.
1800,S,Analyze channel X axis control mark 0:X axis is in analyzing 1:X axis is in manual mode,"Utility function, manufacturer only."
1801,S,Analyze channel Y axis control mark 0:Y axis is in analyzing 1:Y axis is in manual mode,"Utility function, manufacturer only."
1802,S,Analyze channel Z axis control mark 0:Z axis is in analyzing 1:Z axis is in manual mode,"Utility function, manufacturer only."
1803,S,Analyze channel 4th axis control mark 0:4th axis is in analyzing 1:4th axis is in manual mode,"Utility function, manufacturer only."
1804,S,Analyze channel 5th axis control mark 0:5th axis is in analyzing 1:5th axis is in manual mode,"Utility function, manufacturer only."
1805,S,,
1806,S,,
1807,S,,
1808,S,,
1809,S,,
1810,S,,
1811,S,,
1812,S,,
1813,S,,
1814,S,,
1815,S,,
1816,S,,
1817,S,,
1818,S,,
1819,S,,
1820,S,,
1821,S,,
1822,S,,
1823,S,,
1824,S,,
1825,S,,
1826,S,,
1827,S,,
1828,S,,
1829,S,,
1830,S,,
1831,S,,
1832,S,,
1833,S,,
1834,S,,
1835,S,,
1836,S,,
1837,S,,
1838,S,,
1839,S,,
1840,S,,
1841,S,,
1842,S,,
1843,S,,
1844,S,,
1845,S,,
1846,S,,
1847,S,,
1848,S,,
1849,S,,
1850,S,,
1851,S,,
1852,S,,
1853,S,,
1854,S,,
1855,S,,
1856,S,,
1857,S,,
1858,S,,
1859,S,,
1860,S,,
1861,S,,
1862,S,,
1863,S,,
1864,S,,
1865,S,,
1866,S,,
1867,S,,
1868,S,,
1869,S,,
1870,S,,
1871,S,,
1872,S,,
1873,S,,
1874,S,,
1875,S,,
1876,S,,
1877,S,,
1878,S,,
1879,S,,
1880,S,,
1881,S,,
1882,S,,
1883,S,,
1884,S,,
1885,S,,
1886,S,,
1887,S,,
1888,S,,
1889,S,,
1890,S,,
1891,S,,
1892,S,,
1893,S,,
1894,S,,
1895,S,G31 X axis detecting Speed,"Remembers the speed of the axis (F), the last time G31 was executed"
1896,S,G31 Y axis detecting Speed,"Remembers the speed of the axis (F), the last time G31 was executed"
1897,S,G31 Z axis detecting Speed,"Remembers the speed of the axis (F), the last time G31 was executed"
1898,S,G31 4th axis detecting Speed,"Remembers the speed of the axis (F), the last time G31 was executed"
1899,S,G31 5th axis detecting Speed,"Remembers the speed of the axis (F), the last time G31 was executed"
1900,S,G31 X axis Detecting signal number,Remembers the port number(P) when G31 was last executed
1901,S,G31 Y axis Detecting signal number,Remembers the port number(P) when G31 was last executed
1902,S,G31 Z axis Detecting signal number,Remembers the port number(P) when G31 was last executed
1903,S,G31 4th axis Detecting signal number,Remembers the port number(P) when G31 was last executed
1904,S,G31 5th axis Detecting signal number,Remembers the port number(P) when G31 was last executed
1905,S,G31 X detection signal stop mode 0: Decelerate to stop; 1: Emergency,Remembers the type of stop(Q) when last executed in G31
1906,S,G31 Y detection signal stop mode 0: Decelerate to stop; 1: Emergency,Remembers the type of stop(Q) when last executed in G31
1907,S,G31 Z detection signal stop mode 0: Decelerate to stop; 1: Emergency,Remembers the type of stop(Q) when last executed in G31
1908,S,G31 4th detection signal stop mode 0: Decelerate to stop; 1: Emergency,Remembers the type of stop(Q) when last executed in G31
1909,S,G31 5th detection signal stop mode 0: Decelerate to stop; 1: Emergency,Remembers the type of stop(Q) when last executed in G31
1910,S,G31 X detection signal Effective level 0/1,Remembers the trigger level (L) the last time a G31 was executed
1911,S,G31 Y detection signal Effective level 0/1,Remembers the trigger level (L) the last time a G31 was executed
1912,S,G31 Z detection signal Effective level 0/1,Remembers the trigger level (L) the last time a G31 was executed
1913,S,G31 4th detection signal Effective level 0/1,Remembers the trigger level (L) the last time a G31 was executed
1914,S,G31 5th detection signal Effective level 0/1,Remembers the trigger level (L) the last time a G31 was executed
1915,S,G31 X axis limit mode when probe 0:Ignore limit 1:Enable limit to Negative (-) direction 2：Enable limit to Positive direction (+),Remembers the response to Hard Limit(K) the last time G31 was executed
1916,S,G31 Y axis limit mode when probe 0:Ignore limit 1:Enable limit to Negative (-) direction 2：Enable limit to Positive direction (+),Remembers the response to Hard Limit(K) the last time G31 was executed
1917,S,G31 Z axis limit mode when probe 0:Ignore limit 1:Enable limit to Negative (-) direction 2：Enable limit to Positive direction (+),Remembers the response to Hard Limit(K) the last time G31 was executed
1918,S,G31 4th axis limit mode when probe 0:Ignore limit 1:Enable limit to Negative (-) direction 2：Enable limit to Positive direction (+),Remembers the response to Hard Limit(K) the last time G31 was executed
1919,S,G31 5th axis limit mode when probe 0:Ignore limit 1:Enable limit to Negative (-) direction 2：Enable limit to Positive direction (+),Remembers the response to Hard Limit(K) the last time G31 was executed
1920,S,G31 X axis Probe result 0:Did not Probe 1:Initialize 2:Detected the signal 3:Triggered Negative limit signal 4:Triggered Positive limit signal,The result of the last execution of the G31 command. (how did it end)
1921,S,G31 Y axis Probe result 0:Did not Probe 1:Initialize 2:Detected the signal 3:Triggered Negative limit signal 4:Triggered Positive limit signal,The result of the last execution of the G31 command. (how did it end)
1922,S,G31 Z axis Probe result 0:Did not Probe 1:Initialize 2:Detected the signal 3:Triggered Negative limit signal 4:Triggered Positive limit signal,The result of the last execution of the G31 command. (how did it end)
1923,S,G31 4th axis Probe result 0:Did not Probe 1:Initialize 2:Detected the signal 3:Triggered Negative limit signal 4:Triggered Positive limit signal,The result of the last execution of the G31 command. (how did it end)
1924,S,G31 5th axis Probe result 0:Did not Probe 1:Initialize 2:Detected the signal 3:Triggered Negative limit signal 4:Triggered Positive limit signal,The result of the last execution of the G31 command. (how did it end)
1925,S,G31 The X mach coordinates after probe signal triggered,"Stores the machine coordinates of the axis, the last time the encoder was triggered, in G31. Used to determine the error value of the sensor operation."
1926,S,G31 The Y mach coordinates after probe signal triggered,"Stores the machine coordinates of the axis, the last time the encoder was triggered, in G31. Used to determine the error value of the sensor operation."
1927,S,G31 The Z mach coordinates after probe signal triggered,"Stores the machine coordinates of the axis, the last time the encoder was triggered, in G31. Used to determine the error value of the sensor operation."
1928,S,G31 The 4th mach coordinates after probe signal triggered,"Stores the machine coordinates of the axis, the last time the encoder was triggered, in G31. Used to determine the error value of the sensor operation."
1929,S,G31 The 5th mach coordinates after probe signal triggered,"Stores the machine coordinates of the axis, the last time the encoder was triggered, in G31. Used to determine the error value of the sensor operation."
1930,S,Key Indicator 1 Output Control (not working),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1931,S,Key Indicator 2 Output Control (Error),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1932,S,Key Indicator 3 Output Control (Run),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1933,S,Key Indicator 4 Output Control (USB),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1934,S,Key Indicator 5 Output Control (ESC),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1935,S,Key Indicator 6 Output Control (UP),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1936,S,Key Indicator 7 Output Control (Enter),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1937,S,Key Indicator 8 Output Control (LEFT),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1938,S,Key Indicator 9 Output Control (DOWN),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1939,S,Key Indicator 10 Output Control (RIGHT),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1940,S,Key Indicator 11 Output Control (Hight/Low Speed),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1941,S,Key Indicator 12 Output Control (Axis 5 -),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1942,S,Key Indicator 13 Output Control (Brake point Resume),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1943,S,Key Indicator 14 Output Control (Axis 5+),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1944,S,Key Indicator 15 Output Control (K1),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1945,S,Key Indicator 16 Output Control (K2),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1946,S,Key Indicator 17 Output Control (K3),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1947,S,Key Indicator 18 Output Control (K4),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1948,S,Key Indicator 19 Output Control (K5),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1949,S,Key Indicator 20 Output Control (K6),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1950,S,Key Indicator 21 Output Control (K7),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1951,S,Key Indicator 22 Output Control (SPINDLE),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1952,S,Key Indicator 23 Output Control (TruCut),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1953,S,Key Indicator 24 Output Control (CONT STEP MPG),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1954,S,Key Indicator 25 Output Control (START),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1955,S,Key Indicator 26 Output Control (PAUSE),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1956,S,Key Indicator 27 Output Control (RESET),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1957,S,Key Indicator 28 Output Control (not working),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1958,S,Key Indicator 29 Output Control (not working),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1959,S,Key Indicator 30 Output Control (not working),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1960,S,Key Indicator 31 Output Control (not working),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1961,S,Key Indicator 32 Output Control (not working),Controls the button's LED. 0-disabled. Any number > 0 - enabled.
1962,S,,
1963,S,,
1964,S,,
1965,S,,
1966,S,,
1967,S,,
1968,S,,
1969,S,,
1970,S,One Key Probe Tool No. 1,Used in mulprobe.nc file
1971,S,One Key Probe Tool No. 2,Used in mulprobe.nc file
1972,S,One Key Probe Tool No. 3,Used in mulprobe.nc file
1973,S,One Key Probe Tool No. 4,Used in mulprobe.nc file
1974,S,One Key Probe Tool No. 5,Used in mulprobe.nc file
1975,S,One Key Probe Tool No. 6,Used in mulprobe.nc file
1976,S,One Key Probe Tool No. 7,Used in mulprobe.nc file
1977,S,One Key Probe Tool No. 8,Used in mulprobe.nc file
1978,S,One Key Probe Tool No. 9,Used in mulprobe.nc file
1979,S,One Key Probe Tool No. 10,Used in mulprobe.nc file
1980,S,One Key Probe Tool No. eleven,Used in mulprobe.nc file
1981,S,One Key Probe Tool No. 12,Used in mulprobe.nc file
1982,S,One Key Probe Tool No. 13,Used in mulprobe.nc file
1983,S,One Key Probe Tool No. 14,Used in mulprobe.nc file
1984,S,One Key Probe Tool No. 15,Used in mulprobe.nc file
1985,S,One Key Probe Tool No. 16,Used in mulprobe.nc file
1986,S,One Key Probe Tool No. 17,Used in mulprobe.nc file
